Unnamed: 0,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
254,2010-09-24,MA10&MA15^MACD,1,18.0506286621,27000.0,,
32,2010-09-27,CCI^STOCH,1,18.2181510925,3000.0,,
206,2010-10-21,MA5&MA15^MA10&MA15,1,19.516456604,47000.0,,
33,2010-10-28,CCI^STOCH,-1,21.7361392975,3000.0,579.0,0.193
255,2010-11-09,MA10&MA15^MACD,-1,21.1079273224,27000.0,4573.0,0.1693703703703703
207,2010-11-12,MA5&MA15^MA10&MA15,-1,19.8933849335,47000.0,907.0,0.0192978723404255
34,2010-11-19,CCI^STOCH,1,20.8147602081,3000.0,,
208,2010-11-23,MA5&MA15^MA10&MA15,1,22.2805900574,47000.0,,
256,2010-11-25,MA10&MA15^MACD,1,22.0293045044,27000.0,,
35,2010-11-25,CCI^STOCH,-1,22.0293045044,3000.0,175.0,0.0583333333333333
257,2010-12-03,MA10&MA15^MACD,-1,21.3592128754,27000.0,-821.0,-0.0304074074074074
209,2010-12-08,MA5&MA15^MA10&MA15,-1,21.3592128754,47000.0,-1943.0,-0.0413404255319148
36,2010-12-10,CCI^STOCH,1,21.861782074,3000.0,,
210,2010-12-13,MA5&MA15^MA10&MA15,1,22.1130657196,47000.0,,
258,2010-12-14,MA10&MA15^MACD,1,22.2387084961,27000.0,,
259,2011-01-07,MA10&MA15^MACD,-1,24.6259155273,27000.0,2898.0,0.1073333333333333
37,2011-01-14,CCI^STOCH,-1,25.0447235107,3000.0,436.0,0.1453333333333333
211,2011-01-17,MA5&MA15^MA10&MA15,-1,23.955821991,47000.0,3916.0,0.0833191489361702
38,2011-01-26,CCI^STOCH,1,25.128484726,3000.0,,
212,2011-01-28,MA5&MA15^MA10&MA15,1,25.5472927094,47000.0,,
39,2011-02-08,CCI^STOCH,-1,25.0447235107,3000.0,-9.0,-0.003
260,2011-02-11,MA10&MA15^MACD,1,23.5370140076,27000.0,,
213,2011-02-17,MA5&MA15^MA10&MA15,-1,22.783159256,47000.0,-5085.0,-0.1081914893617021
261,2011-02-17,MA10&MA15^MACD,-1,22.783159256,27000.0,-864.0,-0.032
40,2011-03-23,CCI^STOCH,1,20.5634765625,3000.0,,
41,2011-03-24,CCI^STOCH,-1,20.8566417694,3000.0,42.0,0.014
214,2011-03-25,MA5&MA15^MA10&MA15,1,20.689119339,47000.0,,
262,2011-03-30,MA10&MA15^MACD,1,20.7728805542,27000.0,,
348,2011-04-13,MA10&MA30^MA5&MA15,1,21.4848537445,11000.0,,
263,2011-05-13,MA10&MA15^MACD,-1,22.531873703,27000.0,2286.0,0.0846666666666666
349,2011-05-16,MA10&MA30^MA5&MA15,-1,22.2805900574,11000.0,407.0,0.037
215,2011-05-20,MA5&MA15^MA10&MA15,-1,21.3592128754,47000.0,1522.0,0.0323829787234042
42,2011-05-31,CCI^STOCH,1,22.4062328339,3000.0,,
43,2011-06-02,CCI^STOCH,-1,21.4429721832,3000.0,-128.0,-0.0426666666666666
216,2011-06-02,MA5&MA15^MA10&MA15,1,21.4429721832,47000.0,,
264,2011-06-09,MA10&MA15^MACD,1,21.0241641998,27000.0,,
217,2011-06-13,MA5&MA15^MA10&MA15,-1,20.2284297943,47000.0,-2662.0,-0.0566382978723404
44,2011-07-01,CCI^STOCH,1,19.4326953888,3000.0,,
218,2011-07-04,MA5&MA15^MA10&MA15,1,19.1814098358,47000.0,,
219,2011-07-14,MA5&MA15^MA10&MA15,-1,17.5061779022,47000.0,-4104.0,-0.0873191489361702
265,2011-07-14,MA10&MA15^MACD,-1,17.5061779022,27000.0,-4517.0,-0.1672962962962963
45,2011-08-18,CCI^STOCH,-1,15.2027330399,3000.0,-653.0,-0.2176666666666666
220,2011-08-23,MA5&MA15^MA10&MA15,1,15.7471828461,47000.0,,
46,2011-08-23,CCI^STOCH,1,15.7471828461,3000.0,,
266,2011-08-24,MA10&MA15^MACD,1,15.4121370316,27000.0,,
221,2011-09-06,MA5&MA15^MA10&MA15,-1,14.1890878677,47000.0,-4650.0,-0.0989361702127659
267,2011-09-07,MA10&MA15^MACD,-1,14.5115680695,27000.0,-1577.0,-0.0584074074074074
222,2011-09-30,MA5&MA15^MA10&MA15,1,14.3733615875,47000.0,,
268,2011-10-07,MA10&MA15^MACD,1,14.0048151016,27000.0,,
350,2011-10-14,MA10&MA30^MA5&MA15,1,15.3868694305,11000.0,,
47,2011-10-17,CCI^STOCH,-1,15.7093477249,3000.0,-7.0,-0.0023333333333333
48,2011-10-27,CCI^STOCH,1,15.4790058136,3000.0,,
351,2011-10-31,MA10&MA30^MA5&MA15,-1,15.2947320938,11000.0,-65.0,-0.0059090909090909
223,2011-11-02,MA5&MA15^MA10&MA15,-1,15.2486629486,47000.0,2862.0,0.0608936170212765
269,2011-11-02,MA10&MA15^MACD,-1,15.2486629486,27000.0,2398.0,0.0888148148148148
270,2011-12-08,MA10&MA15^MACD,1,13.7284040451,27000.0,,
271,2011-12-19,MA10&MA15^MACD,-1,12.6688289642,27000.0,-2083.0,-0.0771481481481481
224,2011-12-26,MA5&MA15^MA10&MA15,1,13.4980611801,47000.0,,
49,2011-12-28,CCI^STOCH,-1,14.3272943497,3000.0,-223.0,-0.0743333333333333
272,2011-12-29,MA10&MA15^MACD,1,14.2812252045,27000.0,,
352,2011-12-30,MA10&MA30^MA5&MA15,1,14.096950531,11000.0,,
50,2012-01-30,CCI^STOCH,1,14.9722518921,3000.0,,
273,2012-01-30,MA10&MA15^MACD,-1,14.9722518921,27000.0,1306.0,0.0483703703703703
353,2012-01-31,MA10&MA30^MA5&MA15,-1,15.2486629486,11000.0,898.0,0.0816363636363636
51,2012-02-08,CCI^STOCH,-1,17.598154068,3000.0,526.0,0.1753333333333333
52,2012-03-08,CCI^STOCH,1,19.2105522156,3000.0,,
225,2012-03-16,MA5&MA15^MA10&MA15,-1,18.4734554291,47000.0,17324.0,0.368595744680851
274,2012-03-21,MA10&MA15^MACD,1,18.9341411591,27000.0,,
275,2012-04-11,MA10&MA15^MACD,-1,17.9667034149,27000.0,-1379.0,-0.051074074074074
226,2012-05-04,MA5&MA15^MA10&MA15,1,17.0914020538,47000.0,,
276,2012-05-07,MA10&MA15^MACD,1,16.6767864227,27000.0,,
277,2012-05-15,MA10&MA15^MACD,-1,14.9261837006,27000.0,-2834.0,-0.1049629629629629
227,2012-05-16,MA5&MA15^MA10&MA15,-1,14.7419099808,47000.0,-6460.0,-0.1374468085106382
228,2012-06-14,MA5&MA15^MA10&MA15,1,13.8205413818,47000.0,,
278,2012-06-18,MA10&MA15^MACD,1,14.3733615875,27000.0,,
53,2012-06-18,CCI^STOCH,-1,14.3733615875,3000.0,-755.0,-0.2516666666666666
354,2012-06-22,MA10&MA30^MA5&MA15,1,14.2812252045,11000.0,,
229,2012-07-20,MA5&MA15^MA10&MA15,-1,15.1565256119,47000.0,4543.0,0.0966595744680851
279,2012-07-23,MA10&MA15^MACD,-1,14.787979126,27000.0,778.0,0.0288148148148148
355,2012-07-24,MA10&MA30^MA5&MA15,-1,14.649772644,11000.0,283.0,0.0257272727272727
54,2012-07-31,CCI^STOCH,1,15.2025947571,3000.0,,
230,2012-08-01,MA5&MA15^MA10&MA15,1,15.6632785797,47000.0,,
55,2012-08-03,CCI^STOCH,-1,15.4329366684,3000.0,45.0,0.015
280,2012-08-06,MA10&MA15^MACD,1,15.9396896362,27000.0,,
281,2012-08-20,MA10&MA15^MACD,-1,15.5250740051,27000.0,-702.0,-0.026
231,2012-08-23,MA5&MA15^MA10&MA15,-1,15.3868694305,47000.0,-829.0,-0.0176382978723404
56,2012-09-10,CCI^STOCH,1,15.2025947571,3000.0,,
232,2012-09-18,MA5&MA15^MA10&MA15,1,15.3408002853,47000.0,,
282,2012-09-19,MA10&MA15^MACD,1,15.7093477249,27000.0,,
283,2012-09-26,MA10&MA15^MACD,-1,14.4654989243,27000.0,-2137.0,-0.0791481481481481
356,2012-09-27,MA10&MA30^MA5&MA15,1,14.3733615875,11000.0,,
233,2012-10-02,MA5&MA15^MA10&MA15,-1,14.557636261,47000.0,-2399.0,-0.0510425531914893
234,2012-10-18,MA5&MA15^MA10&MA15,1,14.6037054062,47000.0,,
57,2012-10-19,CCI^STOCH,-1,14.649772644,3000.0,-109.0,-0.0363333333333333
284,2012-10-22,MA10&MA15^MACD,1,14.557636261,27000.0,,
357,2012-10-26,MA10&MA30^MA5&MA15,-1,13.7744722366,11000.0,-458.0,-0.0416363636363636
285,2012-10-26,MA10&MA15^MACD,-1,13.7744722366,27000.0,-1452.0,-0.0537777777777777
235,2012-10-30,MA5&MA15^MA10&MA15,-1,14.0048151016,47000.0,-1927.0,-0.041
58,2012-11-01,CCI^STOCH,1,14.649772644,3000.0,,
236,2012-11-05,MA5&MA15^MA10&MA15,1,15.2025947571,47000.0,,
358,2012-11-07,MA10&MA30^MA5&MA15,1,15.0183210373,11000.0,,
59,2012-11-08,CCI^STOCH,-1,15.0183210373,3000.0,75.0,0.025
286,2012-11-08,MA10&MA15^MACD,1,15.0183210373,27000.0,,
287,2012-11-14,MA10&MA15^MACD,-1,14.2351570129,27000.0,-1407.0,-0.0521111111111111
359,2012-11-15,MA10&MA30^MA5&MA15,-1,14.2812252045,11000.0,-539.0,-0.049
237,2012-11-20,MA5&MA15^MA10&MA15,-1,14.557636261,47000.0,-1993.0,-0.0424042553191489
60,2012-11-23,CCI^STOCH,1,14.7419099808,3000.0,,
360,2012-11-27,MA10&MA30^MA5&MA15,1,15.2947320938,11000.0,,
238,2012-11-27,MA5&MA15^MA10&MA15,1,15.2947320938,47000.0,,
288,2012-11-28,MA10&MA15^MACD,1,15.1565256119,27000.0,,
61,2012-11-29,CCI^STOCH,-1,15.4329366684,3000.0,140.0,0.0466666666666666
