,Unnamed: 0,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
0,323,2010-09-24,MA10&MA15^MA5&MA30,1,18.0506286621,20000.0,,
1,211,2010-10-21,MA5&MA15^MA10&MA15,1,19.516456604,11000.0,,
2,172,2010-10-21,MA5&MA15^MA5&MA15,1,19.516456604,10500.0,,
3,246,2010-10-21,MA5&MA15^MA10&MA30,1,19.516456604,22500.0,,
4,173,2010-11-11,MA5&MA15^MA5&MA15,-1,20.2703113556,10500.0,405.0,0.0385714285714285
5,212,2010-11-12,MA5&MA15^MA10&MA15,-1,19.8933849335,11000.0,212.0,0.0192727272727272
6,324,2010-11-16,MA10&MA15^MA5&MA30,-1,19.4745750427,20000.0,1577.0,0.07885
7,213,2010-11-23,MA5&MA15^MA10&MA15,1,22.2805900574,11000.0,,
8,174,2010-11-23,MA5&MA15^MA5&MA15,1,22.2805900574,10500.0,,
9,325,2010-11-25,MA10&MA15^MA5&MA30,1,22.0293045044,20000.0,,
10,214,2010-12-08,MA5&MA15^MA10&MA15,-1,21.3592128754,11000.0,-454.0,-0.0412727272727272
11,175,2010-12-09,MA5&MA15^MA5&MA15,-1,21.6523761749,10500.0,-296.0,-0.0281904761904761
12,215,2010-12-13,MA5&MA15^MA10&MA15,1,22.1130657196,11000.0,,
13,176,2010-12-13,MA5&MA15^MA5&MA15,1,22.1130657196,10500.0,,
14,216,2011-01-17,MA5&MA15^MA10&MA15,-1,23.955821991,11000.0,916.0,0.0832727272727272
15,177,2011-01-18,MA5&MA15^MA5&MA15,-1,24.7515563965,10500.0,1252.0,0.1192380952380952
16,217,2011-01-28,MA5&MA15^MA10&MA15,1,25.5472927094,11000.0,,
17,178,2011-01-28,MA5&MA15^MA5&MA15,1,25.5472927094,10500.0,,
18,247,2011-02-10,MA5&MA15^MA10&MA30,-1,24.835319519,22500.0,6131.0,0.2724888888888889
19,326,2011-02-11,MA10&MA15^MA5&MA30,-1,23.5370140076,20000.0,1368.0,0.0684
20,179,2011-02-14,MA5&MA15^MA5&MA15,-1,24.7934379578,10500.0,-309.0,-0.0294285714285714
21,218,2011-02-17,MA5&MA15^MA10&MA15,-1,22.783159256,11000.0,-1190.0,-0.1081818181818181
22,248,2011-03-25,MA5&MA15^MA10&MA30,1,20.689119339,22500.0,,
23,219,2011-03-25,MA5&MA15^MA10&MA15,1,20.689119339,11000.0,,
24,180,2011-03-25,MA5&MA15^MA5&MA15,1,20.689119339,10500.0,,
25,327,2011-03-30,MA10&MA15^MA5&MA30,1,20.7728805542,20000.0,,
26,181,2011-05-16,MA5&MA15^MA5&MA15,-1,22.2805900574,10500.0,807.0,0.0768571428571428
27,220,2011-05-20,MA5&MA15^MA10&MA15,-1,21.3592128754,11000.0,356.0,0.0323636363636363
28,328,2011-05-20,MA10&MA15^MA5&MA30,-1,21.3592128754,20000.0,564.0,0.0282
29,249,2011-05-24,MA5&MA15^MA10&MA30,-1,21.5686168671,22500.0,956.0,0.0424888888888888
30,250,2011-06-02,MA5&MA15^MA10&MA30,1,21.4429721832,22500.0,,
31,221,2011-06-02,MA5&MA15^MA10&MA15,1,21.4429721832,11000.0,,
32,182,2011-06-02,MA5&MA15^MA5&MA15,1,21.4429721832,10500.0,,
33,183,2011-06-07,MA5&MA15^MA5&MA15,-1,21.1498088837,10500.0,-143.0,-0.0136190476190476
34,329,2011-06-09,MA10&MA15^MA5&MA30,1,21.0241641998,20000.0,,
35,222,2011-06-13,MA5&MA15^MA10&MA15,-1,20.2284297943,11000.0,-623.0,-0.0566363636363636
36,223,2011-07-04,MA5&MA15^MA10&MA15,1,19.1814098358,11000.0,,
37,184,2011-07-04,MA5&MA15^MA5&MA15,1,19.1814098358,10500.0,,
38,185,2011-07-07,MA5&MA15^MA5&MA15,-1,18.8044834137,10500.0,-206.0,-0.0196190476190476
39,224,2011-07-14,MA5&MA15^MA10&MA15,-1,17.5061779022,11000.0,-960.0,-0.0872727272727272
40,225,2011-08-23,MA5&MA15^MA10&MA15,1,15.7471828461,11000.0,,
41,186,2011-08-23,MA5&MA15^MA5&MA15,1,15.7471828461,10500.0,,
42,187,2011-09-05,MA5&MA15^MA5&MA15,-1,14.649772644,10500.0,-731.0,-0.0696190476190476
43,226,2011-09-06,MA5&MA15^MA10&MA15,-1,14.1890878677,11000.0,-1088.0,-0.0989090909090909
44,227,2011-09-30,MA5&MA15^MA10&MA15,1,14.3733615875,11000.0,,
45,188,2011-09-30,MA5&MA15^MA5&MA15,1,14.3733615875,10500.0,,
46,189,2011-10-05,MA5&MA15^MA5&MA15,-1,13.5901975632,10500.0,-572.0,-0.0544761904761904
47,190,2011-10-12,MA5&MA15^MA5&MA15,1,14.4194307327,10500.0,,
48,191,2011-10-31,MA5&MA15^MA5&MA15,-1,15.2947320938,10500.0,637.0,0.0606666666666666
49,228,2011-11-02,MA5&MA15^MA10&MA15,-1,15.2486629486,11000.0,669.0,0.0608181818181818
50,330,2011-11-10,MA10&MA15^MA5&MA30,-1,14.0048151016,20000.0,-6677.0,-0.33385
51,251,2011-11-14,MA5&MA15^MA10&MA30,-1,14.4654989243,22500.0,-7321.0,-0.3253777777777777
52,331,2011-12-08,MA10&MA15^MA5&MA30,1,13.7284040451,20000.0,,
53,252,2011-12-26,MA5&MA15^MA10&MA30,1,13.4980611801,22500.0,,
54,229,2011-12-26,MA5&MA15^MA10&MA15,1,13.4980611801,11000.0,,
55,192,2011-12-26,MA5&MA15^MA5&MA15,1,13.4980611801,10500.0,,
56,193,2012-01-31,MA5&MA15^MA5&MA15,-1,15.2486629486,10500.0,1361.0,0.1296190476190476
57,194,2012-02-01,MA5&MA15^MA5&MA15,1,16.0318279266,10500.0,,
58,230,2012-03-16,MA5&MA15^MA10&MA15,-1,18.4734554291,11000.0,4054.0,0.3685454545454545
59,195,2012-03-20,MA5&MA15^MA5&MA15,-1,18.381319046,10500.0,1538.0,0.1464761904761904
60,332,2012-03-29,MA10&MA15^MA5&MA30,-1,18.3352508545,20000.0,6711.0,0.33555
61,253,2012-04-02,MA5&MA15^MA10&MA30,-1,18.058839798,22500.0,7602.0,0.3378666666666666
62,231,2012-05-04,MA5&MA15^MA10&MA15,1,17.0914020538,11000.0,,
63,196,2012-05-04,MA5&MA15^MA5&MA15,1,17.0914020538,10500.0,,
64,254,2012-05-04,MA5&MA15^MA10&MA30,1,17.0914020538,22500.0,,
65,333,2012-05-07,MA10&MA15^MA5&MA30,1,16.6767864227,20000.0,,
66,197,2012-05-15,MA5&MA15^MA5&MA15,-1,14.9261837006,10500.0,-1330.0,-0.1266666666666666
67,232,2012-05-16,MA5&MA15^MA10&MA15,-1,14.7419099808,11000.0,-1512.0,-0.1374545454545454
68,198,2012-06-14,MA5&MA15^MA5&MA15,1,13.8205413818,10500.0,,
69,233,2012-06-14,MA5&MA15^MA10&MA15,1,13.8205413818,11000.0,,
70,234,2012-07-20,MA5&MA15^MA10&MA15,-1,15.1565256119,11000.0,1063.0,0.0966363636363636
71,199,2012-07-24,MA5&MA15^MA5&MA15,-1,14.649772644,10500.0,629.0,0.0599047619047619
72,334,2012-07-27,MA10&MA15^MA5&MA30,-1,14.7419099808,20000.0,-2320.0,-0.116
73,235,2012-08-01,MA5&MA15^MA10&MA15,1,15.6632785797,11000.0,,
74,200,2012-08-01,MA5&MA15^MA5&MA15,1,15.6632785797,10500.0,,
75,335,2012-08-06,MA10&MA15^MA5&MA30,1,15.9396896362,20000.0,,
76,201,2012-08-21,MA5&MA15^MA5&MA15,-1,15.4790058136,10500.0,-123.0,-0.0117142857142857
77,236,2012-08-23,MA5&MA15^MA10&MA15,-1,15.3868694305,11000.0,-194.0,-0.0176363636363636
78,336,2012-08-24,MA10&MA15^MA5&MA30,-1,15.4790058136,20000.0,-578.0,-0.0289
79,255,2012-08-29,MA5&MA15^MA10&MA30,-1,15.110458374,22500.0,-2607.0,-0.1158666666666666
80,202,2012-09-18,MA5&MA15^MA5&MA15,1,15.3408002853,10500.0,,
81,256,2012-09-18,MA5&MA15^MA10&MA30,1,15.3408002853,22500.0,,
82,237,2012-09-18,MA5&MA15^MA10&MA15,1,15.3408002853,11000.0,,
83,337,2012-09-19,MA10&MA15^MA5&MA30,1,15.7093477249,20000.0,,
84,338,2012-09-26,MA10&MA15^MA5&MA30,-1,14.4654989243,20000.0,-1583.0,-0.07915
85,203,2012-09-27,MA5&MA15^MA5&MA15,-1,14.3733615875,10500.0,-662.0,-0.063047619047619
86,257,2012-10-01,MA5&MA15^MA10&MA30,-1,14.4194307327,22500.0,-1351.0,-0.0600444444444444
87,238,2012-10-02,MA5&MA15^MA10&MA15,-1,14.557636261,11000.0,-561.0,-0.051
88,239,2012-10-18,MA5&MA15^MA10&MA15,1,14.6037054062,11000.0,,
89,258,2012-10-18,MA5&MA15^MA10&MA30,1,14.6037054062,22500.0,,
90,204,2012-10-18,MA5&MA15^MA5&MA15,1,14.6037054062,10500.0,,
91,339,2012-10-22,MA10&MA15^MA5&MA30,1,14.557636261,20000.0,,
